347484,300142,0,0,0.0,0,0,0,0,0,0,0,0
347484,451776,0,0,0.6923076923076923,0.7142857142857143,0.3333333333333333,0,0.00906344410876133,0,0,0,0
347484,68704,0,0,0.0,0,0,0,0,0,0,0,0
347484,398424,0,0,0.45454545454545453,1.0,0.3333333333333333,0,0.16666666666666666,0,0,0,0
347484,470181,0,0,0.65625,0.8,1.0,0,1.0,0.0,0.0,0.0,0.0
347484,58218,0,0,0.0,0,0,0,0,0,0,0,0
347484,411492,0,0,0.7272727272727273,1.0,0.6666666666666666,0,0.5,0.0,0,0.0,0.0
347484,336973,0,0,0.0,0,0,0,0,0,0,0,0
347484,10466,0,0,0.0,0,0,0,0,0,0,0,0
347484,298316,0,0,0.0,0.2,1.0,0,0.5,0.0,0.0,0.0,0.0
347484,463257,0,0,0.7,0.6,0.6,0,0.3333333333333333,0.0,0.0,0.0,0.0
347484,388977,0,0,0.0,0,0,0,0,0,0,0,0
347484,456119,0,0,0.3333333333333333,0.2,1.0,0,0.46153846153846156,0.0,0,0.1142857142857143,0.08888888888888889
347484,460882,0,0,0.5333333333333333,0.6,1.0,0,0.42857142857142855,0.0,0,0.0,0.0
347484,451326,0,0,0.7,0.6,0.42857142857142855,0,0.75,0.0,0.0,0.05333333333333334,0.027586206896551727
347484,431927,0,0,0.5620437956204379,0.5555555555555556,0.6,0,0.5,0.0,0.0,0.0,0.0
347484,445735,0,0,0.7,0.6,0.2727272727272727,0,0.375,0.0,0.0,0.0,0.0
347484,382880,0,0,0.0,0.7142857142857143,1.0,0,0.5,0.0,0.0,0.0,0.0
347484,169706,0,0,0.45454545454545453,1.0,0.6666666666666666,0,0.5,0.0,0,0.0,0.0
347484,475383,0,0,0.7,0.6,0.42857142857142855,0,1.0,0.0,0.0,0.0,0.0
347484,174837,0,0,0.7058823529411765,0.8333333333333334,0.3333333333333333,0,0.3333333333333333,0,0,0,0
347484,11627,0,0,0.0,0,0,0,0,0,0,0,0
347484,318088,0,0,0.0,0,0,0,0,0,0,0,0
347484,98550,0,0,0.7,0.6,1.0,0,0.8333333333333334,0.0,0,0.0,0.0
347484,246440,0,0,0.0,0,0,0,0,0,0,0,0
347484,220696,0,0,0.65625,0.8,1.0,0,0.5,0.0,0,0.0,0.0
347484,449346,0,0,0.7,0.6,0.3,0,1.0,0.0,0.0,0.0,0.0
347484,418719,0,0,0.0,0,0,0,0,0,0,0,0
347484,450167,0,0,0.7,0.6,0.6,0,0.13333333333333333,0.0,0,0.047058823529411764,0.325
347484,520107,0,0,0.0,0,0,0,0,0,0,0,0
347484,236742,0,0,0.0,0,0,0,0,0,0,0,0
